id,label,score
0,POSITIVE,0.7872869968414307
1,NEGATIVE,0.9991909861564636
2,NEGATIVE,0.9982178211212158
3,POSITIVE,0.8144601583480835
4,NEGATIVE,0.9993876814842224
5,NEGATIVE,0.9989562630653381
6,NEGATIVE,0.9994860291481018
7,NEGATIVE,0.996175229549408
8,NEGATIVE,0.989343523979187
9,NEGATIVE,0.9909104108810425
10,POSITIVE,0.6470450758934021
11,NEGATIVE,0.9972400665283203
12,NEGATIVE,0.9925944805145264
13,NEGATIVE,0.996019184589386
14,NEGATIVE,0.9810841679573059
15,NEGATIVE,0.9997406005859375
16,NEGATIVE,0.9994814395904541
17,NEGATIVE,0.9997113943099976
18,NEGATIVE,0.9996880888938904
19,NEGATIVE,0.9996146559715271
20,NEGATIVE,0.9996249675750732
21,NEGATIVE,0.9970449209213257
22,NEGATIVE,0.9958440065383911
23,NEGATIVE,0.992659330368042
24,NEGATIVE,0.9996039271354675
25,NEGATIVE,0.9995441436767578
26,NEGATIVE,0.9997548460960388
27,NEGATIVE,0.5901761054992676
28,NEGATIVE,0.999279797077179
29,NEGATIVE,0.9994861483573914
30,NEGATIVE,0.9997949600219727
31,NEGATIVE,0.9978422522544861
32,POSITIVE,0.9842844009399414
33,NEGATIVE,0.9997925758361816
34,NEGATIVE,0.9996132254600525
35,NEGATIVE,0.9974316954612732
36,NEGATIVE,0.9997619986534119
37,NEGATIVE,0.9996505379676819
38,NEGATIVE,0.9992457628250122
39,NEGATIVE,0.5217078924179077
40,NEGATIVE,0.9989815950393677
41,NEGATIVE,0.9969856142997742
42,NEGATIVE,0.9992472529411316
43,NEGATIVE,0.9959748983383179
44,NEGATIVE,0.9965787529945374
45,NEGATIVE,0.9994447827339172
46,NEGATIVE,0.9994847774505615
47,NEGATIVE,0.9995902180671692
48,NEGATIVE,0.9997383952140808
49,NEGATIVE,0.9998044967651367
50,NEGATIVE,0.9866188764572144
51,NEGATIVE,0.9988575577735901
52,NEGATIVE,0.9989806413650513
53,NEGATIVE,0.921274721622467
54,NEGATIVE,0.9980688095092773
55,NEGATIVE,0.9978584051132202
56,NEGATIVE,0.9996023178100586
57,NEGATIVE,0.9958059191703796
58,NEGATIVE,0.9996621012687683
59,NEGATIVE,0.9997202157974243
60,NEGATIVE,0.9859011173248291
61,POSITIVE,0.9980944991111755
62,NEGATIVE,0.9997337460517883
63,NEGATIVE,0.9995737671852112
64,NEGATIVE,0.9838948249816895
65,NEGATIVE,0.9980065226554871
66,NEGATIVE,0.9991263151168823
67,NEGATIVE,0.9997594356536865
68,NEGATIVE,0.9967540502548218
69,NEGATIVE,0.990062952041626
70,NEGATIVE,0.9986382126808167
71,NEGATIVE,0.9978131651878357
72,NEGATIVE,0.999756395816803
73,NEGATIVE,0.9933965802192688
74,POSITIVE,0.525829553604126
75,NEGATIVE,0.9993794560432434
76,NEGATIVE,0.9997923374176025
77,NEGATIVE,0.9709184765815735
78,NEGATIVE,0.9994581937789917
79,NEGATIVE,0.7569423913955688
80,NEGATIVE,0.9943167567253113
81,NEGATIVE,0.9942323565483093
82,NEGATIVE,0.9996070861816406
83,NEGATIVE,0.9996054768562317
84,NEGATIVE,0.8479087948799133
85,NEGATIVE,0.9976572394371033
86,NEGATIVE,0.9177324175834656
87,NEGATIVE,0.9993890523910522
88,NEGATIVE,0.9985621571540833
89,POSITIVE,0.7723487019538879
90,NEGATIVE,0.9975548386573792
91,NEGATIVE,0.9198328256607056
92,NEGATIVE,0.9977571964263916
93,NEGATIVE,0.9993211627006531
94,NEGATIVE,0.9997206330299377
95,NEGATIVE,0.9671959280967712
96,NEGATIVE,0.9994528889656067
97,NEGATIVE,0.997362494468689
98,NEGATIVE,0.995074987411499
99,NEGATIVE,0.9991372227668762
100,NEGATIVE,0.9998220205307007
101,NEGATIVE,0.9996573328971863
102,NEGATIVE,0.997255802154541
103,NEGATIVE,0.9995955228805542
104,NEGATIVE,0.9996190667152405
105,NEGATIVE,0.9865584969520569
106,NEGATIVE,0.9993298649787903
107,NEGATIVE,0.999411940574646
108,NEGATIVE,0.9593207240104675
109,NEGATIVE,0.9975794553756714
110,NEGATIVE,0.9801053404808044
111,NEGATIVE,0.9940256476402283
112,NEGATIVE,0.9997367262840271
113,NEGATIVE,0.9989003539085388
114,NEGATIVE,0.9997146129608154
115,NEGATIVE,0.9993584752082825
116,NEGATIVE,0.8909991979598999
117,NEGATIVE,0.9996575117111206
118,NEGATIVE,0.999701201915741
119,NEGATIVE,0.9987637996673584
120,NEGATIVE,0.9969062209129333
121,NEGATIVE,0.9984691143035889
122,NEGATIVE,0.9938607215881348
123,NEGATIVE,0.8805897831916809
124,NEGATIVE,0.9467042684555054
125,NEGATIVE,0.9985904097557068
126,NEGATIVE,0.9996811151504517
127,NEGATIVE,0.6734181642532349
128,POSITIVE,0.998058021068573
129,NEGATIVE,0.999395489692688
130,NEGATIVE,0.9779689311981201
131,NEGATIVE,0.9996070861816406
132,NEGATIVE,0.9954087734222412
133,NEGATIVE,0.9997665286064148
134,NEGATIVE,0.9911441206932068
135,NEGATIVE,0.9992910623550415
136,NEGATIVE,0.999327540397644
137,NEGATIVE,0.9857889413833618
138,NEGATIVE,0.5418809056282043
139,NEGATIVE,0.999528706073761
140,NEGATIVE,0.991723895072937
141,NEGATIVE,0.9996222853660583
142,NEGATIVE,0.993135392665863
143,NEGATIVE,0.9995158314704895
144,NEGATIVE,0.9012959599494934
145,POSITIVE,0.9695203304290771
146,NEGATIVE,0.8863810896873474
147,NEGATIVE,0.9994170069694519
148,POSITIVE,0.7864845991134644
149,NEGATIVE,0.9989185333251953
150,NEGATIVE,0.9991647601127625
151,NEGATIVE,0.9996488690376282
152,NEGATIVE,0.9996086359024048
153,NEGATIVE,0.9987276792526245
154,NEGATIVE,0.9990201592445374
155,POSITIVE,0.9925938844680786
156,NEGATIVE,0.9981286525726318
157,NEGATIVE,0.9961342215538025
158,NEGATIVE,0.999704122543335
159,NEGATIVE,0.9987651705741882
160,NEGATIVE,0.9998183250427246
161,NEGATIVE,0.9997739195823669
162,NEGATIVE,0.9893499612808228
163,POSITIVE,0.8960898518562317
164,NEGATIVE,0.9938120245933533
165,NEGATIVE,0.9958279132843018
166,NEGATIVE,0.9997026920318604
167,POSITIVE,0.8940064907073975
168,POSITIVE,0.8940064907073975
169,NEGATIVE,0.9996545910835266
170,NEGATIVE,0.9994882941246033
171,NEGATIVE,0.9995235800743103
172,NEGATIVE,0.9913100004196167
173,NEGATIVE,0.9921361207962036
174,NEGATIVE,0.9995575547218323
175,NEGATIVE,0.9994535446166992
176,NEGATIVE,0.9991785287857056
177,NEGATIVE,0.9995538592338562
178,NEGATIVE,0.9994719624519348
179,NEGATIVE,0.9994747042655945
180,NEGATIVE,0.9983363747596741
181,NEGATIVE,0.9996367692947388
182,NEGATIVE,0.667736828327179
183,NEGATIVE,0.9994606375694275
184,NEGATIVE,0.9997507929801941
185,NEGATIVE,0.9993130564689636
186,NEGATIVE,0.9997689723968506
187,NEGATIVE,0.9997453093528748
188,POSITIVE,0.9943509697914124
189,NEGATIVE,0.9996439814567566
190,NEGATIVE,0.8621498942375183
191,NEGATIVE,0.9993516206741333
192,NEGATIVE,0.888434886932373
193,NEGATIVE,0.9984022378921509
194,NEGATIVE,0.9982346296310425
195,NEGATIVE,0.9988133907318115
196,NEGATIVE,0.9997432231903076
197,NEGATIVE,0.9980014562606812
198,POSITIVE,0.833772599697113
199,POSITIVE,0.6643800735473633
200,POSITIVE,0.9992499351501465
201,NEGATIVE,0.9751191139221191
202,NEGATIVE,0.9989045262336731
203,NEGATIVE,0.9863177537918091
204,NEGATIVE,0.9994921088218689
205,NEGATIVE,0.9962741732597351
206,NEGATIVE,0.9997756481170654
207,NEGATIVE,0.9990831017494202
208,NEGATIVE,0.9993110299110413
209,NEGATIVE,0.9996947050094604
210,NEGATIVE,0.9960559606552124
211,NEGATIVE,0.9968937039375305
212,NEGATIVE,0.9997730851173401
213,NEGATIVE,0.9993183612823486
214,NEGATIVE,0.9997695088386536
215,NEGATIVE,0.9767626523971558
216,NEGATIVE,0.9990586042404175
217,NEGATIVE,0.9985905289649963
218,NEGATIVE,0.9887524247169495
219,POSITIVE,0.9865099787712097
220,NEGATIVE,0.9993836879730225
221,NEGATIVE,0.9983294010162354
222,NEGATIVE,0.999735951423645
223,NEGATIVE,0.9953974485397339
224,NEGATIVE,0.8873780965805054
225,NEGATIVE,0.9830300211906433
226,NEGATIVE,0.9991971254348755
227,NEGATIVE,0.9997389912605286
228,NEGATIVE,0.9991790056228638
229,NEGATIVE,0.9994093775749207
230,NEGATIVE,0.9960439205169678
231,NEGATIVE,0.5122045874595642
232,NEGATIVE,0.9996302127838135
233,NEGATIVE,0.9653951525688171
234,NEGATIVE,0.9996916055679321
235,NEGATIVE,0.9993681907653809
236,NEGATIVE,0.9795222282409668
237,NEGATIVE,0.9996524453163147
238,NEGATIVE,0.9974091649055481
239,NEGATIVE,0.9996936917304993
240,NEGATIVE,0.9997977018356323
241,NEGATIVE,0.890992283821106
242,NEGATIVE,0.9998031854629517
243,NEGATIVE,0.9994341731071472
244,NEGATIVE,0.9970694184303284
245,NEGATIVE,0.974769115447998
246,NEGATIVE,0.9995401501655579
247,NEGATIVE,0.9987629652023315
248,NEGATIVE,0.9989368319511414
249,NEGATIVE,0.9995962381362915
250,NEGATIVE,0.9997146725654602
251,NEGATIVE,0.9974546432495117
252,POSITIVE,0.9891209006309509
253,NEGATIVE,0.9982927441596985
254,NEGATIVE,0.9986355304718018
255,POSITIVE,0.9965078830718994
256,NEGATIVE,0.6596472263336182
257,NEGATIVE,0.990044891834259
258,NEGATIVE,0.9950160384178162
259,NEGATIVE,0.9931720495223999
260,NEGATIVE,0.8641651272773743
261,NEGATIVE,0.9960285425186157
262,NEGATIVE,0.9976354837417603
263,NEGATIVE,0.9964693784713745
264,NEGATIVE,0.9987553954124451
265,NEGATIVE,0.9951040744781494
266,NEGATIVE,0.9991949796676636
267,NEGATIVE,0.9718376994132996
268,NEGATIVE,0.9993840456008911
269,NEGATIVE,0.9997642636299133
270,NEGATIVE,0.9994992017745972
271,POSITIVE,0.9847098588943481
272,NEGATIVE,0.9980034828186035
273,NEGATIVE,0.9986663460731506
274,NEGATIVE,0.999808669090271
275,NEGATIVE,0.9974839687347412
276,NEGATIVE,0.9982984066009521
277,NEGATIVE,0.9986459612846375
278,POSITIVE,0.9946064949035645
279,NEGATIVE,0.9980661869049072
